Month,Day,Hour,DoY,Rg_f,Rg_fqc,Ta_f,Ta_fqc,VPD_f,VPD_fqc,Ts_f,Ts_fqc,Precip,SWC,H_f,H_fqc,LE_f,LE_fqc,qf_NEE_st,qf_NEE_or,Reco_st,Reco_or,NEE_st_fMDS,NEE_st_fMDSqc,GPP_st_MDS,NEE_or_fMDS,NEE_or_fMDSqc,GPP_or_MDS,NEE_st_fANN,NEE_st_fANNqc,GPP_st_ANN,NEE_or_fANN,NEE_or_fANNqc,GPP_or_ANN
1,1,12.0,1.500,601.09,0,31.67,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,302.01,0,247.35,0,0,0,6.569,4.504,-8.213,0,14.783,-8.069,0,12.573,-8.213,0,14.783,-8.069,0,12.573
1,1,12.5,1.521,591.99,1,32.16,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,343.49,0,240.35,0,0,0,6.675,4.572,-6.578,0,13.253,-6.412,0,10.984,-6.578,0,13.253,-6.412,0,10.984
1,1,13.0,1.542,491.22,1,32.46,0,-9999.00,-9999,-9999.00,-9999,0.00,38.70,333.77,0,226.85,0,0,0,6.739,4.614,-6.162,0,12.901,-5.708,0,10.322,-6.162,0,12.901,-5.708,0,10.322
1,1,13.5,1.563,444.10,0,32.76,0,-9999.00,-9999,-9999.00,-9999,0.00,38.70,324.06,0,213.34,0,0,0,6.804,4.655,-5.711,0,12.515,-5.005,0,9.660,-5.711,0,12.515,-5.005,0,9.660
1,1,14.0,1.583,428.47,0,32.71,0,-9999.00,-9999,-9999.00,-9999,0.00,38.70,219.41,0,177.24,0,0,0,6.793,4.648,-4.100,0,10.893,-3.814,0,8.462,-4.100,0,10.893,-3.814,0,8.462
1,1,14.5,1.604,343.47,1,32.66,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,114.76,0,141.14,0,0,0,6.782,4.641,-2.815,0,9.597,-2.623,0,7.264,-2.815,0,9.597,-2.623,0,7.264
1,1,15.0,1.625,304.72,0,32.43,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,59.31,0,197.01,0,0,0,6.732,4.609,-0.502,0,7.234,-0.426,0,5.035,-0.502,0,7.234,-0.426,0,5.035
1,1,15.5,1.646,196.59,0,32.20,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,3.85,0,252.88,0,0,0,6.682,4.577,0.971,0,5.711,1.771,0,2.805,0.971,0,5.711,1.771,0,2.805
1,1,16.0,1.667,177.09,0,32.07,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,6.60,0,168.13,0,0,0,6.655,4.559,0.191,0,6.464,2.331,0,2.229,0.191,0,6.464,2.331,0,2.229
1,1,16.5,1.688,157.59,0,31.95,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,9.36,0,83.38,0,0,0,6.628,4.542,0.327,0,6.301,2.890,0,1.652,0.327,0,6.301,2.890,0,1.652
1,1,17.0,1.708,88.93,0,31.50,0,-9999.00,-9999,-9999.00,-9999,0.00,38.69,2.06,0,46.27,0,0,0,6.531,4.480,0.644,0,5.887,3.917,0,0.563,0.644,0,5.887,3.917,0,0.563
1,1,17.5,1.729,20.27,0,31.05,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-5.23,0,9.16,0,32,0,6.435,4.418,7.207,1,-0.772,4.944,0,-0.526,2.035,1,4.400,4.944,0,-0.526
1,1,18.0,1.750,10.14,0,31.07,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-4.76,0,7.00,0,96,0,6.439,4.420,5.678,1,0.761,5.677,0,-1.256,2.284,1,4.155,5.677,0,-1.256
1,1,18.5,1.771,0.00,0,31.08,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-4.29,0,4.84,0,96,32,6.443,4.423,5.678,1,0.765,4.247,1,0.176,-9.120,1,15.563,-5.974,1,10.397
1,1,19.0,1.792,0.00,0,30.87,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-10.38,0,7.84,0,96,64,6.398,4.394,5.678,1,0.720,4.247,1,0.147,-8.607,1,15.005,-5.755,1,10.149
1,1,19.5,1.813,0.00,0,30.66,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-16.47,0,10.84,0,64,0,6.353,4.365,5.678,1,0.675,7.022,0,-2.658,-7.770,1,14.123,7.022,0,-2.658
1,1,20.0,1.833,0.00,0,30.31,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-16.74,0,14.54,0,0,0,6.278,4.316,3.932,0,2.345,6.246,0,-1.930,3.932,0,2.345,6.246,0,-1.930
1,1,20.5,1.854,0.00,0,29.95,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-17.01,0,18.25,0,0,0,6.202,4.268,3.905,0,2.297,5.470,0,-1.202,3.905,0,2.297,5.470,0,-1.202
1,1,21.0,1.875,0.00,0,29.87,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-13.87,0,11.63,0,0,0,6.184,4.256,1.613,0,4.571,2.414,0,1.842,1.613,0,4.571,2.414,0,1.842
1,1,21.5,1.896,0.00,0,29.78,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-10.72,0,5.02,0,32,0,6.165,4.244,5.678,1,0.487,-0.642,0,4.886,-3.054,1,9.220,-0.642,0,4.886
1,1,22.0,1.917,0.00,0,29.49,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-19.76,0,10.49,0,64,0,6.105,4.205,5.678,1,0.427,2.498,0,1.706,-1.585,1,7.690,2.498,0,1.706
1,1,22.5,1.938,0.00,0,29.21,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-28.81,0,15.96,0,0,0,6.045,4.166,5.352,0,0.693,5.639,0,-1.473,5.352,0,0.693,5.639,0,-1.473
1,1,23.0,1.958,0.00,0,28.80,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-19.88,0,12.01,0,0,0,5.960,4.111,6.954,0,-0.994,2.483,0,1.628,6.954,0,-0.994,2.483,0,1.628
1,1,23.5,1.979,0.00,0,28.40,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-10.96,0,8.05,0,0,0,5.875,4.056,5.963,0,-0.088,-0.673,0,4.729,5.963,0,-0.088,-0.673,0,4.729
1,2,0.0,2.000,0.00,0,27.85,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-0.98,0,9.63,0,0,0,5.761,3.982,4.069,0,1.692,0.641,0,3.341,4.069,0,1.692,0.641,0,3.341
1,2,0.5,2.021,0.00,0,27.30,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,9.01,0,11.21,0,32,0,5.647,3.908,5.915,1,-0.268,1.954,0,1.954,6.562,1,-0.914,1.955,0,1.954
1,2,1.0,2.042,0.00,0,27.09,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,4.19,0,4.77,0,96,0,5.604,3.880,5.915,1,-0.311,3.104,0,0.776,6.898,1,-1.294,3.104,0,0.776
1,2,1.5,2.063,0.00,0,26.88,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-0.63,0,-1.67,0,96,0,5.561,3.852,5.915,1,-0.355,4.254,0,-0.402,7.153,1,-1.593,4.254,0,-0.402
1,2,2.0,2.083,0.00,0,26.83,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-3.76,0,6.04,0,64,0,5.549,3.844,5.915,1,-0.366,2.401,0,1.443,7.204,1,-1.655,2.401,0,1.443
1,2,2.5,2.104,0.00,0,26.77,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-6.90,0,13.74,0,0,0,5.537,3.837,3.297,0,2.241,0.548,0,3.288,3.297,0,2.241,0.548,0,3.288
1,2,3.0,2.125,0.00,0,26.51,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-10.52,0,14.80,0,0,0,5.484,3.802,6.943,0,-1.459,2.371,0,1.431,6.943,0,-1.459,2.371,0,1.431
1,2,3.5,2.146,0.00,0,26.25,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-14.14,0,15.85,0,0,0,5.430,3.767,11.846,0,-6.415,4.193,0,-0.426,11.846,0,-6.415,4.193,0,-0.426
1,2,4.0,2.167,0.00,0,26.12,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-13.69,0,14.69,0,0,0,5.404,3.750,5.780,0,-0.376,4.353,0,-0.603,5.780,0,-0.376,4.353,0,-0.603
1,2,4.5,2.188,0.00,0,26.00,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-13.24,0,13.53,0,0,0,5.378,3.733,2.663,0,2.716,4.514,0,-0.780,2.663,0,2.716,4.514,0,-0.780
1,2,5.0,2.208,3.68,0,25.78,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-13.76,0,15.28,0,0,0,5.334,3.704,8.863,0,-3.529,4.644,0,-0.940,8.863,0,-3.529,4.644,0,-0.940
1,2,5.5,2.229,7.37,0,25.56,0,-9999.00,-9999,-9999.00,-9999,0.00,38.68,-14.29,0,17.03,0,0,0,5.289,3.675,8.089,0,-2.800,4.775,0,-1.100,8.089,0,-2.800,4.775,0,-1.100
1,2,6.0,2.250,52.79,0,25.63,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,-3.19,0,23.83,0,0,0,5.303,3.684,-1.892,0,7.195,-2.770,0,6.454,-1.892,0,7.195,-2.770,0,6.454
1,2,6.5,2.271,98.21,0,25.69,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,7.90,0,30.63,0,0,0,5.316,3.692,-3.284,0,8.599,-10.316,0,14.008,-3.284,0,8.599,-10.316,0,14.008
1,2,7.0,2.292,122.79,0,25.87,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,11.82,0,50.69,0,0,0,5.353,3.717,-9.172,0,14.526,-9.740,0,13.457,-9.172,0,14.526,-9.740,0,13.457
1,2,7.5,2.313,147.38,0,26.06,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,15.74,0,70.76,0,0,0,5.391,3.741,-10.942,0,16.333,-9.165,0,12.906,-10.942,0,16.333,-9.165,0,12.906
1,2,8.0,2.333,219.00,0,26.34,0,-9999.00,-9999,-9999.00,-9999,0.00,38.66,37.12,0,97.26,0,0,0,5.449,3.779,-9.652,0,15.101,-12.462,0,16.241,-9.652,0,15.101,-12.462,0,16.241
1,2,8.5,2.354,290.62,0,26.62,0,-9999.00,-9999,-9999.00,-9999,0.00,38.66,58.51,0,123.75,0,0,0,5.506,3.816,-14.329,0,19.836,-15.760,0,19.576,-14.329,0,19.836,-15.760,0,19.576
1,2,9.0,2.375,402.51,0,27.26,0,-9999.00,-9999,-9999.00,-9999,0.00,38.66,127.38,0,191.76,0,0,0,5.638,3.902,-20.196,0,25.834,-20.064,0,23.966,-20.196,0,25.834,-20.064,0,23.966
1,2,9.5,2.396,514.40,0,27.90,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,196.26,0,259.76,0,0,0,5.771,3.988,-24.865,0,30.636,-24.368,0,28.356,-24.865,0,30.636,-24.368,0,28.356
1,2,10.0,2.417,587.06,0,28.39,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,202.56,0,231.32,0,0,0,5.874,4.055,-20.536,0,26.410,-20.408,0,24.463,-20.536,0,26.410,-20.408,0,24.463
1,2,10.5,2.438,659.71,0,28.89,0,-9999.00,-9999,-9999.00,-9999,0.00,38.67,208.86,0,202.88,0,0,0,5.977,4.122,-16.848,0,22.825,-16.448,0,20.570,-16.848,0,22.825,-16.448,0,20.570
1,2,11.0,2.458,697.64,0,29.44,0,-9999.00,-9999,-9999.00,-9999,0.00,38.66,230.15,0,231.43,0,0,0,6.094,4.197,-15.842,0,21.936,-15.670,0,19.868,-15.842,0,21.936,-15.670,0,19.868
1,2,11.5,2.479,735.56,0,29.99,0,-9999.00,-9999,-9999.00,-9999,0.00,38.66,251.43,0,259.98,0,0,0,6.211,4.273,-15.917,0,22.128,-14.892,0,19.165,-15.917,0,22.128,-14.892,0,19.165
1,2,12.0,2.500,628.20,0,30.30,0,-9999.00,-9999,-9999.00,-9999,0.00,38.66,199.44,0,227.90,0,0,0,6.276,4.315,-12.669,0,18.944,-12.727,0,17.042,-12.669,0,18.944,-12.727,0,17.042
1,2,12.5,2.521,520.83,0,30.60,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,147.44,0,195.83,0,0,0,6.341,4.357,-10.646,0,16.986,-10.562,0,14.918,-10.646,0,16.986,-10.562,0,14.918
1,2,13.0,2.542,471.51,0,30.83,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,161.02,0,226.38,0,0,0,6.388,4.388,-13.938,0,20.326,-12.864,0,17.252,-13.938,0,20.326,-12.864,0,17.252
1,2,13.5,2.563,422.18,0,31.05,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,174.59,0,256.92,0,128,128,6.436,4.418,-12.549,1,18.985,-13.473,1,17.891,-6.607,1,13.043,-5.198,1,9.616
1,2,14.0,2.583,331.36,0,30.00,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,220.06,0,160.00,0,3,3,6.212,4.274,-9.526,1,15.738,-10.732,1,15.006,-6.952,1,13.164,-5.371,1,9.645
1,2,14.5,2.604,240.53,0,28.94,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,265.53,0,63.07,0,3,3,5.989,4.130,-5.056,1,11.046,-9.150,1,13.280,-5.946,1,11.935,-3.816,1,7.946
1,2,15.0,2.625,218.16,0,28.68,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,152.94,0,70.02,0,3,3,5.934,4.094,-4.494,1,10.428,-5.881,1,9.975,-5.446,1,11.380,-3.204,1,7.298
1,2,15.5,2.646,195.79,0,28.41,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,40.35,0,76.97,0,3,3,5.878,4.058,-3.853,1,9.731,-4.784,1,8.842,-4.833,1,10.711,-2.507,1,6.564
1,2,16.0,2.667,163.27,0,28.58,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,23.64,0,77.24,0,3,3,5.913,4.080,-3.621,1,9.533,-4.220,1,8.300,-3.443,1,9.356,-0.631,1,4.711
1,2,16.5,2.688,130.75,0,28.75,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,6.93,0,77.50,0,3,3,5.948,4.103,-3.338,1,9.286,-3.527,1,7.630,-2.085,1,8.033,1.274,1,2.829
1,2,17.0,2.708,83.94,0,28.77,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,4.28,0,45.53,0,3,3,5.954,4.107,-2.719,1,8.673,-2.028,1,6.135,-0.258,1,6.211,3.806,1,0.301
1,2,17.5,2.729,37.12,0,28.80,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,1.63,0,13.55,0,3,3,5.960,4.111,4.186,1,1.773,4.442,1,-0.331,1.556,1,4.403,6.391,1,-2.280
1,2,18.0,2.750,18.56,0,28.69,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,0.34,0,5.34,0,35,3,5.936,4.095,5.710,1,0.225,5.180,1,-1.085,2.295,1,3.641,7.313,1,-3.218
1,2,18.5,2.771,0.00,0,28.57,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-0.96,0,-2.87,0,99,3,5.912,4.080,5.915,1,-0.004,5.120,1,-1.041,3.102,1,2.810,-1.032,1,5.112
1,2,19.0,2.792,0.00,0,28.35,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,11.02,0,-10.67,0,99,3,5.864,4.049,5.915,1,-0.051,5.120,1,-1.072,3.974,1,1.890,-0.452,1,4.501
1,2,19.5,2.813,0.00,0,28.12,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,23.00,0,-18.48,0,67,3,5.817,4.018,5.915,1,-0.098,5.120,1,-1.102,4.729,1,1.088,0.112,1,3.906
1,2,20.0,2.833,0.00,0,27.57,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.85,1,-4.73,1,35,35,5.703,3.944,5.915,1,-0.212,5.157,1,-1.213,6.083,1,-0.379,1.388,1,2.556
1,2,20.5,2.854,0.00,0,27.03,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.80,1,-4.68,1,99,99,5.590,3.871,5.915,1,-0.325,5.190,1,-1.319,7.006,1,-1.415,2.551,1,1.320
1,2,21.0,2.875,0.00,0,26.69,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.76,1,-4.63,1,99,99,5.521,3.826,5.915,1,-0.395,5.218,1,-1.393,7.293,1,-1.772,3.185,1,0.640
1,2,21.5,2.896,0.00,0,26.35,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.72,1,-4.58,1,99,99,5.451,3.780,5.875,1,-0.424,5.273,1,-1.492,7.250,1,-1.799,3.691,1,0.089
1,2,22.0,2.917,0.00,0,26.11,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.68,1,-4.52,1,99,99,5.401,3.748,5.843,1,-0.442,5.351,1,-1.603,7.050,1,-1.649,3.948,1,-0.200
1,2,22.5,2.938,0.00,0,25.86,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.63,1,-4.48,1,99,99,5.351,3.715,5.955,1,-0.604,5.218,1,-1.503,6.765,1,-1.414,4.104,1,-0.389
1,2,23.0,2.958,0.00,0,25.67,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.58,1,-4.46,1,99,99,5.311,3.689,6.017,1,-0.706,4.887,1,-1.198,6.511,1,-1.200,4.162,1,-0.472
1,2,23.5,2.979,0.00,0,25.47,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.56,1,-4.52,1,99,99,5.272,3.664,6.137,1,-0.865,4.844,1,-1.181,6.248,1,-0.976,4.172,1,-0.508
1,3,0.0,3.000,0.00,0,25.37,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.56,1,-4.68,1,99,99,5.252,3.650,6.348,1,-1.097,5.072,1,-1.422,6.112,1,-0.861,4.163,1,-0.512
1,3,0.5,3.021,0.00,0,25.27,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.55,1,-4.71,1,99,99,5.231,3.637,6.348,1,-1.117,5.138,1,-1.500,5.975,1,-0.744,4.154,1,-0.517
1,3,1.0,3.042,0.00,0,25.22,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.52,1,-4.63,1,99,99,5.221,3.630,6.348,1,-1.128,5.049,1,-1.419,5.905,1,-0.684,4.144,1,-0.514
1,3,1.5,3.063,0.00,0,25.17,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.51,1,-4.62,1,99,99,5.211,3.624,6.348,1,-1.138,5.031,1,-1.407,5.837,1,-0.626,4.134,1,-0.510
1,3,2.0,3.083,0.00,0,25.11,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-23.49,1,-4.61,1,99,99,5.198,3.615,6.348,1,-1.151,5.079,1,-1.463,5.757,1,-0.560,4.121,1,-0.506
1,3,2.5,3.104,0.00,0,25.05,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-23.48,1,-4.60,1,99,99,5.185,3.607,6.348,1,-1.164,5.031,1,-1.425,5.680,1,-0.495,4.107,1,-0.500
1,3,3.0,3.125,0.00,0,25.00,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-23.40,1,-4.57,1,99,99,5.175,3.601,6.348,1,-1.173,4.894,1,-1.294,5.620,1,-0.444,4.095,1,-0.494
1,3,3.5,3.146,0.00,0,24.95,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-23.33,1,-4.52,1,99,99,5.166,3.594,6.348,1,-1.183,4.829,1,-1.235,5.561,1,-0.395,4.083,1,-0.488
1,3,4.0,3.167,0.09,0,24.69,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-23.27,1,-4.45,1,99,99,5.114,3.561,6.348,1,-1.234,4.832,1,-1.271,5.267,1,-0.153,4.023,1,-0.462
1,3,4.5,3.188,0.19,0,24.44,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-23.21,1,-4.39,1,99,99,5.063,3.527,6.348,1,-1.286,4.931,1,-1.404,5.014,1,0.048,3.989,1,-0.462
1,3,5.0,3.208,6.75,0,24.36,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-23.01,1,-4.28,1,99,99,5.047,3.517,6.348,1,-1.302,5.108,1,-1.591,4.944,1,0.102,3.986,1,-0.470
1,3,5.5,3.229,13.32,0,24.28,0,-9999.00,-9999,-9999.00,-9999,0.00,38.65,-22.95,1,-4.13,1,99,99,5.031,3.506,6.171,1,-1.140,5.212,1,-1.706,4.377,1,0.654,4.306,1,-0.800
1,3,6.0,3.250,54.58,0,24.21,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,-3.14,1,22.95,1,99,99,5.017,3.497,0.722,1,4.295,3.695,1,-0.198,2.905,1,2.112,1.511,1,1.986
1,3,6.5,3.271,95.84,0,24.14,0,-9999.00,-9999,-9999.00,-9999,0.00,38.64,2.93,1,45.47,1,99,99,5.003,3.488,-2.506,1,7.509,-1.784,1,5.272,1.440,1,3.563,-1.249,1,4.737
1,3,7.0,3.292,167.67,0,24.20,0,-9999.00,-9999,-9999.00,-9999,0.00,38.63,8.76,1,80.23,1,99,99,5.015,3.496,-3.430,1,8.445,-3.911,1,7.407,-1.290,1,6.306,-5.670,1,9.166
1,3,7.5,3.313,239.51,0,24.27,0,-9999.00,-9999,-9999.00,-9999,0.00,38.62,62.25,1,113.59,1,99,99,5.028,3.504,-4.660,1,9.687,-6.742,1,10.246,-4.052,1,9.080,-9.629,1,13.133
1,3,8.0,3.333,314.32,0,24.27,0,-9999.00,-9999,-9999.00,-9999,0.00,38.62,98.31,1,147.58,1,99,99,5.028,3.504,-7.416,1,12.444,-8.093,1,11.597,-6.735,1,11.763,-13.213,1,16.717
