Month,Day,Hour,DoY,Rg_f,Rg_fqc,Ta_f,Ta_fqc,VPD_f,VPD_fqc,Ts_f,Ts_fqc,Precip,SWC,H_f,H_fqc,LE_f,LE_fqc,qf_NEE_st,qf_NEE_or,Reco_st,Reco_or,NEE_st_fMDS,NEE_st_fMDSqc,GPP_st_MDS,NEE_or_fMDS,NEE_or_fMDSqc,GPP_or_MDS,NEE_st_fANN,NEE_st_fANNqc,GPP_st_ANN,NEE_or_fANN,NEE_or_fANNqc,GPP_or_ANN
1,1,7.0,1.292,195.09,0,23.77,0,-9999.00,-9999,-9999.00,-9999,0.00,41.45,12.19,1,-10.68,0,99,96,4.942,4.258,-1.836,1,6.777,0.243,1,4.015,-1.006,1,5.948,-6.259,1,10.517
1,1,7.5,1.313,288.43,0,24.15,0,-9999.00,-9999,-9999.00,-9999,0.00,41.45,26.84,1,-10.68,0,99,96,4.942,4.310,-3.654,1,8.596,-3.523,1,7.833,-5.986,1,10.928,-10.644,1,14.954
1,1,8.0,1.333,371.74,0,24.71,0,-9999.00,-9999,-9999.00,-9999,0.00,41.44,50.89,1,-10.68,0,99,96,4.942,4.389,-5.875,1,10.817,-9.138,1,13.527,-10.704,1,15.646,-13.228,1,17.617
1,1,8.5,1.354,455.06,0,25.28,0,-9999.00,-9999,-9999.00,-9999,0.00,41.44,71.38,1,-10.68,0,99,96,4.942,4.467,-7.764,1,12.706,-9.636,1,14.103,-14.536,1,19.478,-15.084,1,19.552
1,1,9.0,1.375,469.43,0,25.80,0,-9999.00,-9999,-9999.00,-9999,0.00,41.44,73.66,1,-10.68,0,99,96,4.942,4.539,-7.990,1,12.932,-10.142,1,14.681,-15.246,1,20.188,-14.885,1,19.425
1,1,9.5,1.396,483.81,0,26.31,0,-9999.00,-9999,-9999.00,-9999,0.00,41.44,76.92,1,-10.68,0,99,96,4.942,4.612,-8.311,1,13.253,-9.478,1,14.089,-15.672,1,20.614,-14.620,1,19.231
1,1,10.0,1.417,494.74,0,26.78,0,-9999.00,-9999,-9999.00,-9999,0.00,41.44,78.31,1,-10.68,0,99,96,4.942,4.677,-8.531,1,13.473,-9.971,1,14.648,-15.820,1,20.762,-14.288,1,18.965
1,1,10.5,1.438,505.67,0,27.25,0,-9999.00,-9999,-9999.00,-9999,0.00,41.43,83.55,1,-10.68,0,99,96,4.942,4.742,-10.300,1,15.242,-10.515,1,15.257,-15.783,1,20.725,-13.913,1,18.656
1,1,11.0,1.458,546.59,0,27.60,0,-9999.00,-9999,-9999.00,-9999,0.00,41.42,90.67,1,-10.68,0,99,96,4.942,4.792,-11.310,1,16.252,-11.813,1,16.604,-16.123,1,21.065,-14.185,1,18.977
1,1,11.5,1.479,587.50,0,27.95,0,-9999.00,-9999,-9999.00,-9999,0.00,41.41,100.70,1,-10.68,0,99,96,4.942,4.841,-12.504,1,17.446,-12.090,1,16.931,-16.184,1,21.126,-14.290,1,19.131
1,1,12.0,1.500,535.22,0,28.25,0,-9999.00,-9999,-9999.00,-9999,0.00,41.40,90.14,1,-10.68,0,99,96,4.942,4.882,-11.445,1,16.387,-11.904,1,16.786,-15.047,1,19.989,-13.073,1,17.955
1,1,12.5,1.521,482.94,0,28.54,0,-9999.00,-9999,-9999.00,-9999,0.00,41.38,77.08,1,-10.68,0,99,96,4.942,4.923,-8.490,1,13.432,-9.514,1,14.437,-13.688,1,18.630,-11.594,1,16.517
1,1,13.0,1.542,464.97,0,28.82,0,-9999.00,-9999,-9999.00,-9999,0.00,41.37,71.99,1,-10.68,0,99,96,4.942,4.962,-7.641,1,12.583,-9.561,1,14.523,-12.842,1,17.784,-10.739,1,15.701
1,1,13.5,1.563,447.00,0,29.10,0,-9999.00,-9999,-9999.00,-9999,0.00,41.36,71.11,1,-10.68,0,99,96,4.942,5.001,-7.749,1,12.691,-9.336,1,14.337,-11.945,1,16.887,-9.841,1,14.842
1,1,14.0,1.583,456.05,0,29.12,0,-9999.00,-9999,-9999.00,-9999,0.00,41.34,71.67,1,-10.68,0,99,96,4.942,5.004,-7.951,1,12.893,-9.659,1,14.663,-12.089,1,17.031,-10.036,1,15.040
1,1,14.5,1.604,371.65,1,29.14,0,-9999.00,-9999,-9999.00,-9999,0.00,41.33,88.51,2,-10.68,0,99,96,4.942,5.007,-7.254,2,12.196,-7.282,2,12.289,-7.860,1,12.802,-11.325,1,16.332
1,1,15.0,1.625,349.56,0,29.17,0,-9999.00,-9999,-9999.00,-9999,0.00,41.31,40.29,1,-10.68,0,99,96,4.942,5.012,-2.794,1,7.736,-6.445,1,11.456,-9.388,1,14.330,-6.832,1,11.844
1,1,15.5,1.646,234.01,0,29.20,0,-9999.00,-9999,-9999.00,-9999,0.00,41.30,23.17,1,-10.68,0,99,96,4.942,5.016,-2.314,1,7.256,-1.477,1,6.494,-5.475,1,10.417,-2.095,1,7.111
1,1,16.0,1.667,194.56,0,29.04,0,-9999.00,-9999,-9999.00,-9999,0.00,41.29,12.19,1,-10.68,0,99,96,4.942,4.994,-1.836,1,6.777,0.046,1,4.948,-4.161,1,9.103,-0.353,1,5.347
1,1,16.5,1.688,155.11,0,28.88,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-2.56,1,-10.68,0,99,96,4.942,4.971,-0.300,1,5.242,1.672,1,3.299,-2.684,1,7.626,1.655,1,3.316
1,1,17.0,1.708,94.40,0,28.59,0,-9999.00,-9999,-9999.00,-9999,0.00,41.27,-12.06,1,-10.68,0,99,96,4.942,4.930,3.046,1,1.896,3.149,1,1.782,-0.165,1,5.107,5.023,1,-0.093
1,1,17.5,1.729,33.69,0,28.30,0,-9999.00,-9999,-9999.00,-9999,0.00,41.25,-14.33,1,-10.68,0,99,96,4.942,4.890,4.135,1,0.807,6.095,1,-1.205,2.442,1,2.500,8.326,1,-3.437
1,1,18.0,1.750,16.84,0,27.94,0,-9999.00,-9999,-9999.00,-9999,0.00,41.24,-8.17,1,-10.68,0,99,96,4.942,4.839,4.776,1,0.166,4.790,1,0.049,3.203,1,1.739,8.936,1,-4.098
1,1,18.5,1.771,0.00,0,27.57,0,-9999.00,-9999,-9999.00,-9999,0.00,41.23,-7.95,1,-10.68,0,99,96,4.942,4.788,4.804,1,0.138,4.808,1,-0.020,-0.659,1,5.601,-3.140,1,7.928
1,1,19.0,1.792,0.00,0,27.36,0,-9999.00,-9999,-9999.00,-9999,0.00,41.22,-7.93,1,-10.68,0,99,96,4.942,4.757,4.804,1,0.138,4.818,1,-0.061,0.554,1,4.388,-1.262,1,6.019
1,1,19.5,1.813,0.00,0,27.14,0,-9999.00,-9999,-9999.00,-9999,0.00,41.22,-7.91,1,-10.68,0,99,96,4.942,4.727,4.804,1,0.138,4.845,1,-0.118,1.674,1,3.268,0.473,1,4.254
1,1,20.0,1.833,0.00,0,26.70,0,-9999.00,-9999,-9999.00,-9999,0.00,41.22,-7.89,1,-4.29,0,99,96,4.942,4.666,4.804,1,0.138,4.888,1,-0.222,3.513,1,1.429,3.289,1,1.377
1,1,20.5,1.854,0.00,0,26.27,0,-9999.00,-9999,-9999.00,-9999,0.00,41.21,-0.98,0,2.10,0,99,96,4.942,4.605,4.804,1,0.138,4.916,1,-0.311,4.786,1,0.156,5.157,1,-0.552
1,1,21.0,1.875,0.00,0,26.65,0,-9999.00,-9999,-9999.00,-9999,0.00,41.37,-7.92,1,0.04,0,99,96,4.942,4.658,4.804,1,0.138,4.930,1,-0.272,3.755,1,1.187,3.658,1,1.000
1,1,21.5,1.896,0.00,0,27.02,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,0.36,0,-2.02,0,99,96,4.942,4.711,4.771,1,0.171,4.930,1,-0.219,2.332,1,2.610,1.474,1,3.237
1,1,22.0,1.917,0.00,0,26.79,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,-0.80,0,-0.42,0,96,96,4.942,4.678,4.745,1,0.197,4.916,1,-0.238,3.304,1,1.638,2.974,1,1.703
1,1,22.5,1.938,0.00,0,26.55,0,-9999.00,-9999,-9999.00,-9999,0.00,41.54,-1.96,0,1.18,0,96,96,4.942,4.645,4.763,1,0.179,4.923,1,-0.279,4.105,1,0.837,4.190,1,0.455
1,1,23.0,1.958,0.00,0,26.02,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,-1.82,0,2.15,0,96,96,4.942,4.571,4.812,1,0.130,4.952,1,-0.381,5.348,1,-0.406,5.963,1,-1.392
1,1,23.5,1.979,0.00,0,25.49,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,-1.68,0,3.12,0,96,96,4.942,4.497,4.861,1,0.081,4.983,1,-0.486,6.053,1,-1.111,6.781,1,-2.284
1,2,0.0,2.000,0.00,0,25.16,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,-0.41,0,1.33,0,96,96,4.942,4.450,4.912,1,0.030,5.016,1,-0.566,6.318,1,-1.376,6.990,1,-2.540
1,2,0.5,2.021,0.00,0,24.82,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,0.85,0,-0.46,0,96,96,4.942,4.404,4.958,1,-0.016,5.012,1,-0.609,7.909,1,-2.967,7.093,1,-2.689
1,2,1.0,2.042,0.00,0,24.64,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,0.17,0,0.05,0,96,96,4.942,4.378,4.967,1,-0.025,4.972,1,-0.593,8.026,1,-3.084,7.088,1,-2.710
1,2,1.5,2.063,0.00,0,24.46,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,-0.50,0,0.56,0,96,96,4.942,4.353,4.974,1,-0.032,4.986,1,-0.633,8.063,1,-3.121,7.062,1,-2.709
1,2,2.0,2.083,0.00,0,24.56,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,1.04,0,-2.75,0,96,96,4.942,4.368,5.047,1,-0.105,5.053,1,-0.685,8.045,1,-3.103,7.079,1,-2.712
1,2,2.5,2.104,0.00,0,24.67,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,2.57,0,-6.06,0,96,96,4.942,4.383,5.164,1,-0.222,5.122,1,-0.740,8.016,1,-3.074,7.090,1,-2.708
1,2,3.0,2.125,0.00,0,24.47,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,2.45,0,-4.03,0,96,96,4.942,4.355,5.287,1,-0.345,5.194,1,-0.839,8.060,1,-3.118,7.063,1,-2.708
1,2,3.5,2.146,0.00,0,24.28,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,2.33,0,-1.99,0,96,96,4.942,4.328,5.387,1,-0.445,5.239,1,-0.912,8.077,1,-3.135,7.015,1,-2.687
1,2,4.0,2.167,0.00,0,24.15,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,-1.40,0,0.97,0,96,99,4.942,4.310,5.454,1,-0.512,5.258,1,-0.948,8.073,1,-3.132,6.979,1,-2.668
1,2,4.5,2.188,0.00,0,24.03,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,-5.12,0,3.93,0,96,99,4.942,4.293,5.507,1,-0.565,5.296,1,-1.003,8.050,1,-3.108,6.938,1,-2.644
1,2,5.0,2.208,2.54,0,23.69,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,-10.28,1,-4.64,1,67,67,4.942,4.247,5.547,1,-0.605,5.351,1,-1.104,7.474,1,-2.532,6.813,1,-2.566
1,2,5.5,2.229,5.07,0,23.36,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,-10.45,1,-4.61,1,3,0,4.942,4.201,5.655,1,-0.713,-2.628,0,6.829,7.221,1,-2.279,-2.628,0,6.829
1,2,6.0,2.250,36.19,0,23.27,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,-12.38,1,16.85,1,3,3,4.942,4.189,5.006,1,-0.064,6.375,1,-2.186,5.690,1,-0.748,3.297,1,0.892
1,2,6.5,2.271,67.31,0,23.18,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,-15.08,1,28.39,1,3,3,4.942,4.176,3.634,1,1.308,5.570,1,-1.394,4.599,1,0.343,1.259,1,2.917
1,2,7.0,2.292,156.59,0,23.37,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,-3.45,1,46.13,1,3,3,4.942,4.202,-0.166,1,5.108,1.536,1,2.667,1.027,1,3.914,-4.114,1,8.316
1,2,7.5,2.313,245.88,0,23.56,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,22.99,1,118.21,1,3,3,4.942,4.228,-2.198,1,7.140,-1.988,1,6.216,-3.166,1,8.108,-9.113,1,13.341
1,2,8.0,2.333,333.36,0,24.17,0,-9999.00,-9999,-9999.00,-9999,0.00,41.53,41.24,1,136.59,1,3,3,4.942,4.312,-2.873,1,7.815,-7.640,1,11.952,-8.224,1,13.166,-12.188,1,16.500
1,2,8.5,2.354,420.84,0,24.77,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,63.34,0,217.62,0,3,0,4.942,4.397,-6.612,1,11.554,-17.809,0,22.206,-12.860,1,17.802,-17.810,0,22.206
1,2,9.0,2.375,518.54,0,25.40,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,93.48,0,219.03,0,0,0,4.942,4.484,-13.616,0,18.558,-15.367,0,19.851,-13.616,0,18.558,-15.367,0,19.851
1,2,9.5,2.396,616.24,0,26.03,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,123.63,0,220.45,0,8,0,4.942,4.571,-19.538,0,24.480,-12.924,0,17.495,-19.538,0,24.480,-12.924,0,17.495
1,2,10.0,2.417,551.15,0,26.27,0,-9999.00,-9999,-9999.00,-9999,0.00,41.52,124.63,0,245.65,0,0,0,4.942,4.605,-13.496,0,18.437,-12.379,0,16.984,-13.496,0,18.437,-12.379,0,16.984
1,2,10.5,2.438,486.05,0,26.51,0,-9999.00,-9999,-9999.00,-9999,0.00,41.51,125.63,0,270.85,0,0,0,4.942,4.640,-12.597,0,17.539,-11.834,0,16.474,-12.597,0,17.539,-11.834,0,16.474
1,2,11.0,2.458,632.56,0,26.86,0,-9999.00,-9999,-9999.00,-9999,0.00,41.50,128.42,0,279.52,0,0,0,4.942,4.687,-11.942,0,16.884,-11.696,0,16.383,-11.942,0,16.884,-11.696,0,16.383
1,2,11.5,2.479,779.06,0,27.20,0,-9999.00,-9999,-9999.00,-9999,0.00,41.49,131.22,0,288.18,0,0,0,4.942,4.735,-11.726,0,16.668,-11.558,0,16.293,-11.726,0,16.668,-11.558,0,16.293
1,2,12.0,2.500,598.26,0,27.74,0,-9999.00,-9999,-9999.00,-9999,0.00,41.48,125.61,0,347.50,0,0,0,4.942,4.812,-12.161,0,17.103,-10.831,0,15.642,-12.161,0,17.103,-10.831,0,15.642
1,2,12.5,2.521,417.46,0,28.29,0,-9999.00,-9999,-9999.00,-9999,0.00,41.47,120.00,0,406.81,0,0,0,4.942,4.888,-10.398,0,15.340,-10.103,0,14.991,-10.398,0,15.340,-10.103,0,14.991
1,2,13.0,2.542,485.24,0,28.52,0,-9999.00,-9999,-9999.00,-9999,0.00,41.46,119.40,0,368.71,0,0,0,4.942,4.920,-10.950,0,15.892,-11.670,0,16.590,-10.950,0,15.892,-11.671,0,16.590
1,2,13.5,2.563,553.01,0,28.74,0,-9999.00,-9999,-9999.00,-9999,0.00,41.45,118.80,0,330.60,0,0,0,4.942,4.952,-12.334,0,17.276,-13.238,0,18.190,-12.334,0,17.276,-13.238,0,18.190
1,2,14.0,2.583,479.16,1,28.63,0,-9999.00,-9999,-9999.00,-9999,0.00,41.44,134.73,0,287.24,0,0,0,4.942,4.936,-7.918,0,12.860,-10.040,0,14.975,-7.918,0,12.860,-10.040,0,14.975
1,2,14.5,2.604,376.53,1,28.51,0,-9999.00,-9999,-9999.00,-9999,0.00,41.42,150.65,0,243.87,0,0,0,4.942,4.920,-6.267,0,11.209,-6.841,0,11.761,-6.267,0,11.209,-6.841,0,11.761
1,2,15.0,2.625,399.25,0,27.62,0,-9999.00,-9999,-9999.00,-9999,0.00,41.41,63.01,0,127.49,0,0,0,4.942,4.794,-5.748,0,10.690,-4.378,0,9.172,-5.748,0,10.690,-4.378,0,9.172
1,2,15.5,2.646,177.35,0,26.72,0,-9999.00,-9999,-9999.00,-9999,0.00,41.39,-24.63,0,11.10,0,0,0,4.942,4.668,-4.002,0,8.944,-1.914,0,6.582,-4.002,0,8.944,-1.914,0,6.582
1,2,16.0,2.667,148.31,0,26.68,0,-9999.00,-9999,-9999.00,-9999,0.00,41.38,-15.47,0,26.49,0,0,0,4.942,4.662,-2.241,0,7.182,2.166,0,2.496,-2.241,0,7.182,2.166,0,2.496
1,2,16.5,2.688,119.27,0,26.63,0,-9999.00,-9999,-9999.00,-9999,0.00,41.36,-6.31,0,41.88,0,0,0,4.942,4.656,-0.503,0,5.445,6.246,0,-1.591,-0.503,0,5.445,6.246,0,-1.591
1,2,17.0,2.708,78.79,0,26.42,0,-9999.00,-9999,-9999.00,-9999,0.00,41.35,-6.86,0,37.77,0,0,0,4.942,4.626,2.548,0,2.394,10.875,0,-6.249,2.548,0,2.394,10.875,0,-6.249
1,2,17.5,2.729,38.31,0,26.20,0,-9999.00,-9999,-9999.00,-9999,0.00,41.34,-7.42,0,33.66,0,0,0,4.942,4.596,4.677,0,0.265,15.504,0,-10.908,4.677,0,0.265,15.504,0,-10.908
1,2,18.0,2.750,19.16,0,25.97,0,-9999.00,-9999,-9999.00,-9999,0.00,41.33,-10.55,0,24.65,0,0,0,4.942,4.564,5.550,0,-0.608,13.226,0,-8.662,5.550,0,-0.608,13.226,0,-8.662
1,2,18.5,2.771,0.00,0,25.74,0,-9999.00,-9999,-9999.00,-9999,0.00,41.32,-13.67,0,15.64,0,0,0,4.942,4.532,5.175,0,-0.233,10.948,0,-6.416,5.175,0,-0.233,10.948,0,-6.416
1,2,19.0,2.792,0.00,0,25.75,0,-9999.00,-9999,-9999.00,-9999,0.00,41.31,-9.85,0,11.07,0,0,0,4.942,4.533,0.798,0,4.144,9.626,0,-5.093,0.798,0,4.144,9.626,0,-5.093
1,2,19.5,2.813,0.00,0,25.76,0,-9999.00,-9999,-9999.00,-9999,0.00,41.31,-6.02,0,6.50,0,32,0,4.942,4.534,5.775,1,-0.833,8.305,0,-3.771,5.740,1,-0.798,8.305,0,-3.771
1,2,20.0,2.833,0.00,0,25.63,0,-9999.00,-9999,-9999.00,-9999,0.00,41.31,-14.54,0,14.17,0,64,0,4.942,4.517,5.740,1,-0.798,5.594,0,-1.077,5.898,1,-0.956,5.594,0,-1.077
1,2,20.5,2.854,0.00,0,25.51,0,-9999.00,-9999,-9999.00,-9999,0.00,41.31,-23.06,0,21.85,0,0,0,4.942,4.499,8.492,0,-3.550,2.883,0,1.616,8.492,0,-3.550,2.883,0,1.616
1,2,21.0,2.875,0.00,0,25.29,0,-9999.00,-9999,-9999.00,-9999,0.00,41.31,-17.53,0,19.24,0,0,0,4.942,4.469,10.714,0,-5.772,9.939,0,-5.471,10.714,0,-5.772,9.939,0,-5.471
1,2,21.5,2.896,0.00,0,25.07,0,-9999.00,-9999,-9999.00,-9999,0.00,41.30,-11.99,0,16.63,0,0,0,4.942,4.438,9.358,0,-4.416,16.995,0,-12.557,9.358,0,-4.416,16.995,0,-12.557
1,2,22.0,2.917,0.00,0,24.89,0,-9999.00,-9999,-9999.00,-9999,0.00,41.30,-10.87,0,15.72,0,0,0,4.942,4.413,7.894,0,-2.952,10.982,0,-6.569,7.894,0,-2.952,10.982,0,-6.569
1,2,22.5,2.938,0.00,0,24.71,0,-9999.00,-9999,-9999.00,-9999,0.00,41.29,-9.74,0,14.81,0,0,0,4.942,4.389,8.384,0,-3.442,4.969,0,-0.580,8.384,0,-3.442,4.969,0,-0.580
1,2,23.0,2.958,0.00,0,24.59,0,-9999.00,-9999,-9999.00,-9999,0.00,41.29,-8.09,0,12.00,0,0,0,4.942,4.371,6.930,0,-1.988,3.934,0,0.437,6.930,0,-1.988,3.934,0,0.437
1,2,23.5,2.979,0.00,0,24.46,0,-9999.00,-9999,-9999.00,-9999,0.00,41.29,-6.44,0,9.20,0,0,0,4.942,4.353,7.584,0,-2.642,2.899,0,1.453,7.584,0,-2.642,2.899,0,1.453
1,3,0.0,3.000,0.00,0,24.34,0,-9999.00,-9999,-9999.00,-9999,0.00,41.29,-9.63,0,11.43,0,0,0,4.942,4.337,7.719,0,-2.777,3.467,0,0.870,7.719,0,-2.777,3.467,0,0.870
1,3,0.5,3.021,0.00,0,24.23,0,-9999.00,-9999,-9999.00,-9999,0.00,41.29,-12.83,0,13.65,0,0,0,4.942,4.321,8.550,0,-3.608,4.035,0,0.286,8.550,0,-3.608,4.035,0,0.286
1,3,1.0,3.042,0.00,0,24.07,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-13.74,0,14.61,0,0,0,4.942,4.299,4.108,0,0.834,3.099,0,1.200,4.108,0,0.834,3.099,0,1.200
1,3,1.5,3.063,0.00,0,23.91,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-14.66,0,15.57,0,0,0,4.942,4.276,3.411,0,1.531,2.163,0,2.114,3.411,0,1.531,2.163,0,2.114
1,3,2.0,3.083,0.00,0,23.78,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-15.78,0,13.88,0,0,0,4.942,4.259,5.256,0,-0.314,5.975,0,-1.716,5.256,0,-0.314,5.975,0,-1.716
1,3,2.5,3.104,0.00,0,23.66,0,-9999.00,-9999,-9999.00,-9999,0.00,41.27,-16.90,0,12.19,0,0,0,4.942,4.242,5.609,0,-0.667,9.787,0,-5.545,5.609,0,-0.667,9.787,0,-5.545
1,3,3.0,3.125,0.00,0,23.57,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-11.48,0,7.32,0,0,0,4.942,4.230,4.315,0,0.627,7.199,0,-2.970,4.315,0,0.627,7.199,0,-2.970
1,3,3.5,3.146,0.00,0,23.48,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-6.07,0,2.46,0,32,0,4.942,4.217,5.706,1,-0.764,4.611,0,-0.394,7.292,1,-2.350,4.611,0,-0.394
1,3,4.0,3.167,0.00,0,23.40,0,-9999.00,-9999,-9999.00,-9999,0.00,41.28,-7.30,0,1.51,0,96,0,4.942,4.206,5.775,1,-0.833,6.974,0,-2.768,7.258,1,-2.316,6.974,0,-2.768
1,3,4.5,3.188,0.00,0,23.32,0,-9999.00,-9999,-9999.00,-9999,0.00,41.27,-8.54,0,0.57,0,64,0,4.942,4.195,5.775,1,-0.833,9.337,0,-5.142,7.225,1,-2.283,9.337,0,-5.142
1,3,5.0,3.208,2.71,0,23.27,0,-9999.00,-9999,-9999.00,-9999,0.00,41.27,-7.61,0,0.80,0,0,0,4.942,4.189,4.718,0,0.224,8.119,0,-3.930,4.718,0,0.224,8.119,0,-3.930
1,3,5.5,3.229,5.42,0,23.22,0,-9999.00,-9999,-9999.00,-9999,0.00,41.26,-6.67,0,1.04,0,0,0,4.942,4.182,4.846,0,0.096,6.900,0,-2.718,4.846,0,0.096,6.900,0,-2.718
1,3,6.0,3.250,29.39,0,23.26,0,-9999.00,-9999,-9999.00,-9999,0.00,41.26,-6.47,0,3.66,0,0,0,4.942,4.187,5.169,0,-0.227,2.211,0,1.976,5.169,0,-0.227,2.211,0,1.976
1,3,6.5,3.271,53.37,0,23.29,0,-9999.00,-9999,-9999.00,-9999,0.00,41.26,-6.26,0,6.29,0,0,0,4.942,4.191,6.444,0,-1.502,-2.478,0,6.669,6.444,0,-1.502,-2.478,0,6.669
1,3,7.0,3.292,107.23,0,23.48,0,-9999.00,-9999,-9999.00,-9999,0.00,41.26,-11.82,1,47.56,1,3,0,4.942,4.218,2.076,1,2.866,-2.818,0,7.036,2.963,1,1.979,-2.818,0,7.036
1,3,7.5,3.313,161.10,0,23.67,0,-9999.00,-9999,-9999.00,-9999,0.00,41.26,-2.29,1,49.69,1,3,0,4.942,4.244,-0.112,1,5.054,-3.158,0,7.402,0.542,1,4.400,-3.158,0,7.402
1,3,8.0,3.333,254.85,0,24.16,0,-9999.00,-9999,-9999.00,-9999,0.00,41.26,23.68,1,119.84,1,3,0,4.942,4.312,-2.372,1,7.314,-11.468,0,15.780,-4.511,1,9.453,-11.468,0,15.780
